noyes,id,bdb,cle,kbc,og,vuu,gb,xxp,rao,at,mt,lf,zq,zf,ihj,ptj,fq
no,3213,rh,fpj,zl,kc,3.32,0,ndk,e2,urz,0.3,xp,7.1703497,1.39749929124711,0.400004,1.90189260605802,bhe
no,488091,xy,fpj,sv,kc,3.32,1,ndk,e2,pxe,0,rw,3.2881086,1.42308194478187,0.400004,1.86454705678896,ywh
yes,582868,rh,fpj,uz,je,3,0,ndk,e2,urz,0.3,rw,4.3111042,1.41857307596627,0.424271,1.93691251497251,akk
yes,208115,rh,cqy,uz,kc,2.45,0,ndk,e8,urz,0.3,rw,5.8084579,1.35833863709556,0.316226,1.54859126230836,ntg
no,522568,xy,fpj,uz,kc,3,0,ndk,e2,urz,0.5,rw,7.0858082,1.36851015521846,0.400004,1.68832701058756,bhe
no,221531,xy,fpj,wh,kc,3.61,1,ndk,e2,urz,0.2,xp,4.5230748,1.36661320093954,0.374171,1.84796849198769,bhe
yes,373992,rz,fpj,ld,kc,3.46,1,ndk,e2,zgp,0.5,rw,6.2651378,1.43497591106178,0.424271,2.10300404601007,akk
no,566294,cu,fpj,wh,kc,3.61,0,ndk,e2,pxe,0,xp,1.642527,1.37349327571832,0.387302,1.89976837225672,akk
no,94695,eb,fpj,uz,kc,2,0,ndk,e2,urz,0.2,wp,2.1018436,1.46336691707618,0.42356,1.67456203360664,bhe
no,146555,xy,fpj,zl,je,2,0,ndk,e2,pxe,0.2,xp,1.0230433,1.4211938178019,0.447206,1.65468802217895,bhe
no,593444,mf,fpj,wh,kc,0,0,ndk,e2,ghz,0.2,xp,4.365178,1.37012773905114,0.397485,1.46643683761868,bhe
yes,220046,dt,fpj,zl,kc,3.46,1,ndk,e2,urz,0.7,ii,7.1895964,1.45673077150131,0.447206,2.45805275101535,bhe
yes,14913,eb,afs,wh,kc,3.32,1,ndk,e2,pxe,0.7,xp,9.1063956,1.31032482838965,0.316226,1.74722032347632,bhe
no,467423,rz,fpj,sv,je,3,0,ndk,e2,zgp,0.3,rw,7.3239691,1.37443299498061,0.316071,1.68087329952853,ntg
no,72392,cu,fpj,wh,kc,3.16,0,ndk,e2,ghz,0,rw,2.6130485,1.39075960119737,0.374171,1.71714510351253,bhe
yes,29434,mf,fpj,zl,je,3.32,1,ptn,e2,zgp,0.6,xp,5.0857478,1.41109719728298,0.447206,1.80163134181176,akk
no,77323,xy,fpj,uz,kc,3.16,0,ndk,e2,ghz,0.6,rw,5.9550951,1.37012773905114,0.316226,1.70501649083433,ntg
no,461210,xy,fpj,kd,kc,2.83,0,ndk,e2,zgp,0.2,xp,9.6947769,1.34350490190862,0.374171,1.71165473471757,bhe
yes,442322,xy,fpj,zl,kc,3.32,1,ptn,e2,urz,0.3,ii,6.8524196,1.32000231517414,0.400004,1.90554097939933,bhe
yes,583372,rh,fpj,zl,je,3.74,0,ptn,e2,urz,0.4,xp,7.5446427,1.33556558316209,0.400004,2.00304296739422,bhe
no,7174,cu,fpj,zl,je,1,0,ndk,e2,urz,0.2,xp,8.564701,1.30578023803208,0.316226,1.41937408312495,ntg
no,320496,be,fpj,uz,kc,3.46,0,ndk,e2,pxe,0.8,rw,6.5360792,1.52048382666226,0.447206,1.98488905039811,bhe
no,413303,xy,afs,wh,je,3,1,ndk,e2,urz,0.3,xp,9.8820108,1.33480793848812,0.400004,1.74922026390466,akk
no,14210,rz,fpj,sv,kc,0,0,ndk,e2,urz,0.3,rw,11.068051,1.36193976451244,0.316071,1.41402402134944,ntg
no,530155,cu,fpj,wh,kc,3.61,0,ndk,e2,urz,0.3,xp,0.56607551,1.30330893386272,0.316226,1.71515210001476,akk
no,56319,dt,afs,zl,kc,3.46,0,ndk,e2,pxe,0,xp,9.6817295,1.32047792146979,0.374171,1.75763950270596,bhe
no,11568,xy,cqy,wh,je,1,0,ndk,e2,pxe,0.2,xp,7.4081674,1.35566450522281,0.316071,1.45936736092643,ntg
no,195517,eb,fpj,zl,kc,3.61,0,ndk,e2,urz,0.4,xp,2.0932557,1.38601223627056,0.374171,1.91535124853768,bhe
no,93263,xy,fpj,wh,kc,3.46,0,ndk,e2,ghz,1.3,xp,0.3858776,1.42106606775699,0.447206,2.03312664365075,bhe
no,5081,dt,fpj,uz,kc,3.46,0,ndk,e2,ghz,1.3,rw,4.6752805,1.43497591106178,0.424271,2.13002597397409,akk
no,43697,be,fpj,uz,kc,3.61,1,ndk,e2,urz,0.3,rw,7.4239261,1.42249597268383,0.447206,2.07437752599357,akk
no,370893,xy,afs,sv,kc,2.83,0,ndk,e2,ghz,0.2,rw,7.9735702,1.38613111901209,0.374171,1.67496404322763,bhe
yes,181144,cu,cqy,zl,je,3.32,1,ptn,e2,urz,0.3,ii,2.3636299,1.41012352052602,0.387302,1.94052628144751,akk
no,299958,dt,fpj,wh,kc,3.16,0,ndk,e2,zgp,0.4,xp,9.5271282,1.38143671580053,0.316226,1.69919662574374,akk
yes,334572,dt,fpj,ld,kc,3.32,0,ndk,e2,zgp,0.3,rw,9.3693562,1.42860075135163,0.374171,1.81944118711514,ywh
no,251587,rh,fpj,sv,kc,2.83,0,ndk,e2,urz,0.1,rw,8.9100781,1.39749929124711,0.400004,1.77252752688603,bhe
no,184955,eb,fpj,uz,kc,3.16,1,ndk,e2,ghz,0.5,rw,6.0453267,1.36633978958922,0.400004,1.75305844666833,bhe
no,313472,xy,fpj,kd,kc,3.16,0,ndk,e2,urz,0,xp,1.1019165,1.35426752302023,0.424271,1.8182491607441,bhe
yes,224982,rh,fpj,zl,kc,2.45,1,ndk,e2,urz,0,xp,3.1837465,1.34205176086935,0.424271,1.84504625928474,akk
no,385904,mf,fpj,zl,kc,3.32,0,ndk,e2,ghz,1,xp,8.9844253,1.398492469418,0.400004,1.90187836687306,bhe
no,394214,xy,cqy,uz,kc,3,0,ndk,e2,urz,0.5,rw,2.3398291,1.37443299498061,0.316071,1.68044343693107,ntg
no,52852,cu,fpj,wh,je,3.61,0,ndk,e2,urz,0.1,xp,0.34463831,1.28810031388269,0.316226,1.63023701390092,ntg
no,42134,cu,fpj,sv,kc,3.16,0,ndk,e2,urz,0,rw,0.31317769,1.42486115040005,0.447206,1.83797189551478,bhe
yes,392328,xy,cqy,sv,je,1.73,0,ndk,e8,zgp,0,rw,6.9650939,1.33075419135778,0.316071,1.52823428843565,ntg
no,48487,dt,fpj,zl,kc,3.74,0,ndk,e2,urz,0.6,xp,7.2070582,1.34205176086935,0.400004,2.01728203443338,bhe
no,563285,dt,cqy,wh,kc,3.74,0,ndk,e2,urz,0.8,rw,7.9596574,1.36153384487713,0.400004,1.80510211922537,bhe
no,395194,cu,fpj,sv,kc,3.32,0,ptn,e2,ghz,0.3,rw,0.41942139,1.34728121567602,0.316226,1.64037076403281,ntg
no,405765,xy,fpj,kd,kc,3.74,0,ndk,e2,zgp,0.3,xp,2.512164,1.31733452082325,0.400004,1.97692946524707,akk
no,447552,rh,cqy,zl,kc,3.16,0,ndk,e2,urz,0.3,xp,8.5281292,1.40520660287272,0.424271,1.82199977735539,bhe
no,271185,dt,afs,wh,kc,3.32,0,ndk,e2,urz,0.3,xp,4.3371187,1.30330893386272,0.316226,1.67521279394279,akk
yes,375571,dt,fpj,wh,je,3.61,1,ptn,e2,urz,0.2,ii,8.8358622,1.49598428714741,0.519622,2.31784822220271,akk
no,507002,rz,fpj,fv,kc,2,0,ndk,e2,urz,0,rw,5.7894494,1.36399590727583,0.316071,1.59185102193928,bhe
no,60259,xy,fpj,zl,kc,3.32,0,ndk,e2,ghz,0.3,xp,4.0015059,1.39075960119737,0.400004,1.76019232491768,bhe
no,162078,cu,afs,sv,je,3.46,1,ndk,e2,zgp,0,rw,7.0343412,1.39433059521526,0.400004,1.80808149278759,akk
no,544894,eb,fpj,wh,kc,1.41,0,ndk,e2,zgp,0.3,wp,5.778741,1.36399590727583,0.316071,1.51596572165389,bhe
no,73071,cu,cqy,wh,kc,3.46,0,ndk,e2,ghz,0.2,xp,5.8068568,1.36877637165667,0.316226,1.68664467163144,akk
no,91903,dt,fpj,wh,kc,0,0,ndk,e2,zgp,0.2,xp,8.4422817,1.36851015521846,0.315278,1.43567828898654,ntg
no,314663,cu,fpj,uz,kc,3.46,1,ndk,e2,ghz,0,rw,4.288804,1.45056016745794,0.447206,2.30259479335583,akk
yes,370647,xy,cqy,wh,kc,3.61,1,ndk,e2,ghz,0.6,rw,3.3889451,1.31623125270548,0.400004,1.97021472960215,bhe
no,21272,xy,afs,zl,kc,3,0,ndk,e2,zgp,1.1,xp,10.752052,1.4024850751943,0.400004,1.73811199854801,bhe
no,495013,cu,fpj,zl,kc,3.46,1,ptn,e2,urz,1.2,xp,10.291854,1.33090462697813,0.400004,1.89329044942427,bhe
yes,259191,xy,fpj,wr,kc,3.74,0,ndk,e2,ghz,0.3,xp,4.381926,1.3388244786205,0.400004,1.96186845396529,akk
no,423640,rh,fpj,wh,kc,1.41,0,ndk,e2,ghz,0,xp,7.723534,1.33075419135778,0.422014,1.56161276979811,akk
no,515023,dt,fpj,wh,kc,3.46,0,ndk,e2,zgp,0,xp,6.8683699,1.3185857685098,0.374171,1.76787679001368,bhe
yes,73539,rz,fpj,zl,kc,3,1,ndk,e2,urz,0,rw,2.7559634,1.55045620165128,0.624503,2.41420618790454,akk
no,494652,xy,fpj,wh,kc,3.46,0,ndk,e2,ghz,0.3,xp,3.6672294,1.38871121270789,0.374171,1.74122937671085,bhe
no,574396,xy,cqy,zl,kc,3.32,0,ndk,e2,urz,1,xp,9.2119338,1.36153384487713,0.316226,1.70135389079644,bhe
no,124960,xy,fpj,wh,kc,3.46,0,ndk,e2,urz,0,xp,6.3845166,1.36877637165667,0.316226,1.68560609450247,akk
no,2773,cu,fpj,wh,kc,1.73,0,ndk,e2,ghz,0.5,xp,7.8875378,1.30495796787837,0.316071,1.4711947793709,ntg
yes,514990,xy,fpj,zl,kc,3.16,0,ptn,e2,zgp,0.5,ii,10.541675,1.41291682885743,0.374171,1.77004267554685,bhe
no,115811,xy,fpj,wh,kc,3.74,1,ndk,e2,urz,0.1,xp,0.90755956,1.39038770783735,0.374171,1.97086015480639,akk
no,356509,eb,fpj,zl,kc,3.46,1,ndk,e8,zgp,1.1,xp,7.3165238,1.33015230358822,0.360557,2.09594763738139,ntg
no,593643,dt,afs,zl,kc,3.61,0,ndk,e2,ghz,0.3,xp,0.73034956,1.32481276264143,0.400004,1.83505561080239,bhe
no,405766,dt,rmv,zl,kc,3.32,0,ndk,e2,ghz,1.4,xp,9.818748,1.30083230545165,0.374171,1.70397140648728,akk
no,176889,eb,cqy,sv,kc,3.61,0,ndk,e2,ghz,1.2,rw,6.9879298,1.36851015521846,0.400004,1.78805979592372,bhe
no,68662,cu,fpj,zl,kc,2,0,ndk,e2,urz,0.2,wp,2.6131898,1.34205176086935,0.424271,1.75306284451618,akk
no,281521,cu,cqy,zl,kc,3.16,0,ndk,e2,zgp,0.3,xp,4.1986099,1.29445233005937,0.316226,1.69345393205319,bhe
yes,5289,rh,fpj,zl,je,3.16,0,ndk,e8,urz,0.8,xp,4.3556917,1.36193976451244,0.316226,1.66028623495548,bhe
no,33657,xy,fpj,wh,kc,2.83,0,ndk,e2,urz,0.2,xp,1.4163902,1.36193976451244,0.316226,1.60866212334612,bhe
no,344536,xy,cqy,wh,kc,1,0,ndk,e2,ghz,0.3,xp,1.5800108,1.37482593894352,0.316071,1.50976461703791,bhe
no,501097,xy,fpj,wh,kc,2.65,0,ndk,e2,zgp,0,xp,9.2825346,1.35833863709556,0.316226,1.59145347257933,bhe
yes,497077,eb,fpj,wh,kc,3.46,1,ndk,e2,zgp,0.4,xp,11.212134,1.39875477868886,0.374171,1.77431431651609,akk
yes,235550,cu,fpj,zl,je,3.46,1,ndk,e2,urz,0.6,rw,10.295696,1.34985359130219,0.400004,1.78646018605233,bhe
no,591538,cu,afs,sv,kc,3.61,0,ptn,e2,urz,0.6,rw,3.8626989,1.37455885815835,0.316226,1.84735630241302,bhe
no,522193,xy,fpj,sv,kc,2.45,0,ndk,e2,urz,0.1,rw,9.6803187,1.36153384487713,0.316226,1.58691084496291,ntg
yes,12163,cu,fpj,wh,kc,3.32,0,ndk,e2,zgp,0.1,xp,9.9250825,1.32481276264143,0.316226,1.7181984196066,akk
yes,262501,cu,fpj,uz,je,3.46,1,ptn,e2,urz,0.6,rw,0.94015257,1.39268400021569,0.374171,1.76283381371016,bhe
no,375066,xy,fpj,wh,kc,2.45,0,ndk,e2,ghz,0,rw,7.5616381,1.39268400021569,0.400004,1.7396329891236,akk
yes,291318,xy,fpj,wh,kc,3.61,0,ndk,e2,zgp,0.2,xp,6.7450612,1.30708611504946,0.316226,1.73209455059817,ntg
no,79555,xy,cqy,sv,je,3,0,ndk,e2,urz,0.4,xp,0.37337845,1.34728121567602,0.316226,1.61284506234946,ntg
yes,447888,dt,afs,zl,kc,3.16,0,ndk,e2,urz,0.9,xp,7.0504216,1.39686467739351,0.489894,1.86298434962703,ywh
yes,191006,rh,fpj,uz,je,3.61,1,ndk,e2,urz,1.1,rw,2.0225209,1.46691392263873,0.447206,2.52244644024061,akk
no,263702,cu,fpj,wh,kc,3.46,0,ndk,e2,urz,0.2,xp,10.673091,1.35986969267166,0.316226,1.67641427673693,ntg
yes,436525,cu,fpj,uz,kc,3.74,1,ptn,e4,urz,1,rw,2.7836871,1.40174612986569,0.400004,2.10483744055437,bhe
no,116938,cu,fpj,wh,kc,3.74,0,ndk,e2,zgp,0.2,xp,3.2538825,1.32877644280939,0.400004,1.93894959852785,bhe
yes,373161,xy,fpj,wr,kc,3.46,1,ndk,e2,zgp,0.3,xp,10.160482,1.31623125270548,0.360557,1.75202229474678,ywh
no,80797,dt,fpj,wh,kc,2.83,0,ndk,e2,zgp,0,xp,8.0262488,1.36193976451244,0.316226,1.61776658765196,bhe
yes,171537,rz,fpj,sv,kc,3.46,0,ndk,e8,urz,0,ha,0.2021103,1.41893084879168,0.374171,1.85530386020245,ywh
yes,396325,cu,fpj,zl,kc,3.61,0,ndk,e6,urz,1.2,rw,7.378017,1.40865292182218,0.387302,2.09187974187324,akk
no,298957,dt,fpj,uz,kc,3,0,ndk,e2,pxe,0.4,rw,10.548537,1.36661320093954,0.374171,1.67516008017657,akk
yes,450366,dt,fpj,zl,kc,3.74,1,ndk,e2,ghz,0.6,xp,3.2903118,1.32558030185306,0.424271,2.17091419120373,akk
yes,299778,eb,fpj,zl,kc,3,1,ptn,e2,urz,0,xp,0.6230119,1.36399590727583,0.447206,1.83174204367503,akk
yes,276413,dt,fpj,wh,kc,2.65,0,ndk,e2,ghz,0.6,xp,9.6740315,1.39749929124711,0.463678,2.04159950527052,akk
no,404984,cu,fpj,wh,kc,3.61,0,ndk,e2,ghz,0.6,xp,2.348432,1.43635107414453,0.400004,1.85998419205191,akk
no,273188,xy,fpj,zl,je,3.32,0,ndk,e2,ghz,0.3,xp,7.4398326,1.40533485841329,0.424271,1.80589097199336,akk
yes,309821,cu,fpj,sv,kc,3.74,0,ndk,e2,zgp,0.3,rw,7.4403131,1.38729427770511,0.400004,2.0766444496713,akk
no,125712,xy,fpj,wh,je,3,0,ndk,e2,ghz,0.2,xp,11.12219,1.45277154738116,0.446991,1.90274480667026,bhe
no,521332,rh,fpj,wh,kc,2.65,0,ndk,e2,urz,0.6,xp,7.784849,1.40841970631699,0.423799,1.70654173892667,bhe
no,577207,xy,fpj,wh,kc,2.65,0,ndk,e2,zgp,0.3,rw,10.686343,1.36153384487713,0.316226,1.57212707254558,ntg
no,64749,xy,fpj,wh,kc,2.83,0,ndk,e2,urz,0.5,xp,8.3897564,1.39075960119737,0.374171,1.61098083140234,bhe
yes,302780,xy,fpj,zl,kc,3.32,1,ndk,e6,ghz,0.1,xp,9.9511039,1.34205176086935,0.400004,1.8274173773022,bhe
yes,269038,xy,fpj,zl,kc,3.32,1,ndk,e2,urz,1.8,xp,7.7338047,1.34742228950822,0.424271,1.83732283527161,bhe
no,13015,xy,fpj,wh,kc,3.16,0,ndk,e2,zgp,0.2,xp,9.1073635,1.4013649068252,0.400004,1.78264131476323,akk
no,130605,xy,fpj,zl,kc,2.83,0,ndk,e2,urz,0.2,rw,2.8077154,1.39102228181829,0.3995,1.73216980511966,bhe
yes,421529,dt,fpj,wr,je,3.74,1,ptn,e5,pxe,1.2,xp,10.749905,1.40274686806316,0.447206,2.63738256982481,bhe
no,453735,xy,fpj,sv,je,2.65,1,ndk,e2,urz,0,rw,4.3355463,1.41291682885743,0.424271,1.7200906693774,bhe
no,51147,cu,fpj,sv,kc,3.16,0,ndk,e2,zgp,0.8,rw,9.3328934,1.4,0.424271,1.99721295047932,akk
yes,112165,xy,fpj,wh,kc,3.16,0,ndk,e8,zgp,0.3,xp,6.6815424,1.30083230545165,0.374171,1.68372223489641,akk
no,276798,mf,cqy,ld,kc,2.65,0,ndk,e2,zgp,0.2,rw,6.2037762,1.36510421101227,0.316071,1.60218744408731,bhe
no,326089,dt,fpj,zl,je,3.32,0,ndk,e2,urz,0,rw,10.69915,1.39075960119737,0.400004,1.80129699931749,bhe
yes,326040,dt,fpj,ld,je,3.46,0,ndk,e2,urz,0.3,rw,9.8805096,1.35833863709556,0.316226,1.63943006455481,ywh
no,62351,xy,fpj,wh,kc,3.74,0,ndk,e2,urz,0,xp,8.2569775,1.32481276264143,0.374171,1.87507150483457,akk
no,156950,dt,fpj,wh,kc,3.74,0,ndk,e2,ghz,0.3,rw,7.8690859,1.41218312764452,0.400004,2.01241350355512,bhe
no,551385,dt,fpj,ld,kc,0,0,ndk,e2,ghz,0,rw,6.0372058,1.36399590727583,0.422014,1.39380655702199,ntg
yes,560276,xy,cqy,zl,kc,3.74,1,ndk,e2,pxe,0.8,xp,6.2541353,1.30199544811699,0.316226,1.79483263032618,bhe
no,148750,cu,fpj,wh,je,3.46,1,ndk,e2,ghz,0.1,rw,6.2845471,1.37455885815835,0.316226,1.80825863068158,bhe
no,117702,cu,fpj,zl,kc,3.46,0,ndk,e2,ghz,0.2,xp,5.0237918,1.34540771373617,0.424271,1.95159924326797,bhe
no,168468,dt,fpj,zl,kc,2.83,0,ndk,e2,zgp,0.4,xp,4.2902508,1.34117582124247,0.400004,1.68968918104067,bhe
no,430731,be,fpj,uz,kc,2.83,0,ptn,e2,urz,1.1,rw,6.2070496,1.41291682885743,0.424271,1.72739856329458,bhe
yes,244066,rz,fpj,sv,je,3.16,1,ndk,e2,zgp,0.6,rw,6.1281105,1.40865292182218,0.387302,1.91982511470904,akk
no,376942,cu,fpj,kd,kc,2.45,0,ndk,e2,ghz,0.3,xp,8.5300229,1.32786737201168,0.400004,1.65036902984909,bhe
no,557873,mf,fpj,sv,kc,3.74,1,ndk,e2,zgp,0,rw,6.1882084,1.38143671580053,0.316226,1.8248475814185,akk
no,349618,xy,fpj,zl,kc,3.61,0,ndk,e2,zgp,0.3,rw,7.1311419,1.31304656593721,0.316226,1.84147029103846,bhe
no,233381,xy,fpj,zl,kc,2.24,0,ndk,e2,urz,0.3,xp,2.6712113,1.40742880178509,0.400004,1.70482524867615,bhe
no,237268,cu,fpj,wh,kc,3.61,0,ndk,e2,urz,0.3,xp,8.8601723,1.37549098080702,0.316226,1.79928442477317,akk
no,473594,eb,fpj,wh,je,3.32,0,ndk,e2,zgp,0.3,xp,11.199794,1.35426752302023,0.374171,1.81311960321588,bhe
no,349839,cu,cqy,wh,kc,3.61,1,ndk,e2,ghz,0.1,xp,3.3683937,1.3900014822304,0.387302,1.90833114226683,bhe
no,278825,xy,cqy,zl,kc,3.16,0,ndk,e2,ghz,0.4,xp,2.8927678,1.30083230545165,0.374171,1.68364179308854,akk
no,5050,rh,cqy,ld,kc,3.16,0,ndk,e2,urz,0.2,rw,7.6122989,1.36877637165667,0.316226,1.64066596414786,akk
no,587204,xy,fpj,zl,kc,3.74,0,ndk,e2,pxe,0,rw,2.0770894,1.38341163130426,0.400004,1.98553966445113,bhe
no,547841,cu,fpj,zl,je,3.46,0,ndk,e2,zgp,0.5,xp,10.362422,1.37455885815835,0.316226,1.76963096873566,bhe
no,117686,mf,cqy,sv,kc,0,0,ndk,e2,urz,0.4,rw,2.0589597,1.3774821413322,0.316071,1.41048427333988,ntg
no,377360,cu,fpj,wh,kc,3.61,1,ndk,e2,zgp,0.3,xp,5.8098687,1.40174612986569,0.374171,1.82944887218173,akk
yes,24071,xy,fpj,wh,je,2.45,0,ndk,e3,ghz,0.2,xp,7.6945311,1.28878929095102,0.316226,1.55116402651028,ntg
no,559960,xy,fpj,wh,kc,3.74,0,ndk,e2,urz,0.3,rw,9.1468063,1.30330893386272,0.316226,1.75692318822839,akk
no,92152,eb,fpj,wh,kc,1.41,0,ndk,e2,zgp,0.7,xp,1.9419735,1.4116966946462,0.445425,1.64768305028218,bhe
no,536917,xy,fpj,wh,je,3.16,0,ndk,e2,zgp,0,xp,4.0621924,1.3507076423861,0.316226,1.61460608304588,bhe
no,290340,eb,fpj,zl,kc,3.32,0,ndk,e2,ghz,0.5,xp,4.4805575,1.4477802059796,0.447206,1.90194969502442,bhe
no,14570,xy,cqy,wh,kc,2.83,0,ndk,e2,zgp,0.3,xp,9.766964,1.39749929124711,0.400004,1.73784498381952,bhe
no,432464,cu,rmv,wh,kc,3.32,1,ndk,e2,ghz,0.3,xp,10.673589,1.36877637165667,0.316226,1.67410628048158,akk
no,366686,rh,fpj,wh,kc,3,0,ndk,e2,ghz,0.3,xp,10.652987,1.39433059521526,0.316226,1.64862579473419,akk
yes,133407,cu,cqy,wh,kc,3.16,0,ptn,e2,zgp,0.2,xp,5.2516107,1.32109552114797,0.374171,1.70485496696503,ywh
no,225457,xy,fpj,uz,kc,3.61,1,ndk,e2,zgp,0.5,xp,4.1021669,1.30708611504946,0.316226,1.68300794106323,ntg
no,485325,be,fpj,sv,kc,3,0,ptn,e2,urz,0.4,rw,5.346098,1.38210771151283,0.374171,1.8271375237808,bhe
no,292913,xy,fpj,wh,kc,3,0,ndk,e2,pxe,0.8,xp,10.000697,1.36193976451244,0.316226,1.63199392171103,bhe
no,142317,eb,fpj,zl,je,2.65,0,ndk,e2,zgp,0.7,xp,8.75443,1.39331833608087,0.424271,1.79049461345945,akk
no,155179,xy,fpj,zl,kc,3.46,1,ndk,e2,pxe,0.2,xp,8.3740922,1.28878929095102,0.316226,1.6408230231489,ntg
no,586043,xy,fpj,wh,kc,2.83,0,ndk,e2,zgp,0.2,rw,7.012344,1.29445233005937,0.316226,1.60724245679065,bhe
no,149544,mf,fpj,zl,je,3.46,0,ndk,e2,ghz,0.9,xp,0.46742432,1.40742880178509,0.400004,1.94121831229348,bhe
no,248714,be,afs,sv,je,3,0,ndk,e2,urz,0.1,rw,7.920225,1.39749929124711,0.400004,1.75004259128196,bhe
yes,91456,cu,fpj,zl,kc,3,0,ndk,e2,zgp,0,xp,4.4336111,1.3286269607905,0.387302,1.87479613879651,bhe
no,226099,cu,cqy,wh,je,3,0,ndk,e2,ghz,0.5,xp,5.3337469,1.35833863709556,0.316226,1.62478802977326,bhe
yes,574549,xy,cqy,wh,je,3.16,0,ndk,e2,zgp,0.5,xp,6.8849842,1.37443299498061,0.316071,1.71179243544121,bhe
no,290542,cu,fpj,wh,je,3,0,ndk,e2,pxe,0.2,xp,4.3493532,1.37443299498061,0.316071,1.69174174092049,bhe
no,112557,cu,cqy,zl,kc,2.24,0,ndk,e2,ghz,0.4,xp,5.7389412,1.33075419135778,0.316071,1.54633093144583,ntg
no,16394,xy,cqy,wh,je,3.32,0,ndk,e2,zgp,0.2,xp,5.616922,1.36153384487713,0.316226,1.71295864504034,bhe
no,120643,xy,fpj,zl,kc,3.16,0,ndk,e2,zgp,0.8,xp,8.9170726,1.38143671580053,0.374171,1.76290047465439,akk
no,89380,rh,fpj,sv,kc,2.45,0,ndk,e2,urz,0.2,rw,6.8105147,1.38483881264338,0.400004,1.66767740013873,bhe
no,434512,dt,fpj,zl,kc,3,0,ndk,e2,zgp,0.3,xp,10.590046,1.42461575003796,0.447206,1.80451080787605,bhe
no,372193,xy,fpj,uz,kc,3.46,0,ndk,e2,ghz,0,rw,5.7534369,1.36193976451244,0.316226,1.58742544581611,bhe
no,128004,dt,fpj,zl,kc,3.46,0,ndk,e2,urz,0.3,xp,6.1853479,1.38601223627056,0.374171,1.84190150149669,bhe
no,25228,xy,cqy,uz,kc,2.24,0,ndk,e2,urz,0.3,xp,4.2232795,1.36399590727583,0.316071,1.53772069740043,bhe
no,140078,rh,cqy,zl,je,3.32,0,ndk,e2,urz,0.9,xp,8.809433,1.38210771151283,0.374171,1.95694316687633,bhe
no,401505,cu,fpj,wh,kc,3.61,0,ndk,e2,urz,0,xp,1.5327852,1.32877644280939,0.400004,1.84018693376138,bhe
no,110338,xy,fpj,wh,je,3.32,0,ndk,e2,zgp,0.3,xp,6.000443,1.36014125005774,0.374171,1.84448516107181,akk
no,191995,xy,cqy,kd,kc,3.74,1,ndk,e2,zgp,0,rw,2.8253595,1.35776782881973,0.424271,2.09857202794635,bhe
yes,43359,eb,cqy,zl,kc,3.16,1,ndk,e2,zgp,1.7,xp,2.8989568,1.30166454395918,0.316226,1.6601618784503,bhe
yes,332753,mf,fpj,wh,je,3,0,ptn,e2,urz,0.8,ii,9.1283901,1.34175604954903,0.424271,1.85201590100071,bhe
yes,125711,rh,cqy,uz,kc,3.46,0,ndk,e2,urz,1,rw,2.8883324,1.3850938385195,0.374171,1.84787281748799,bhe
no,141766,be,afs,fv,kc,2.45,0,ndk,e2,urz,0.7,rw,8.5591655,1.4,0.400004,1.75266006055668,akk
no,570920,xy,cqy,wh,je,2.45,0,ndk,e2,urz,0.4,xp,11.345797,1.30330893386272,0.316226,1.56873324865546,akk
no,69161,cu,afs,sv,kc,0,0,ndk,e2,urz,0,xp,9.3752442,1.35495744774953,0.316226,1.39301045415838,bhe
no,92950,rh,fpj,wh,je,1.41,0,ndk,e2,ghz,1.1,wp,4.421715,1.42931075588491,0.400004,1.64814400416474,akk
no,209895,cu,fpj,wh,kc,3.32,0,ndk,e2,ghz,0.2,xp,8.9848106,1.36851015521846,0.316226,1.70292075696109,bhe
no,471421,eb,fpj,sv,kc,3.74,1,ndk,e2,zgp,0,rw,1.0836875,1.39369256405331,0.400004,1.90539502241608,akk
no,213756,xy,fpj,zl,je,3.46,0,ndk,e2,zgp,0.2,xp,6.2273845,1.36153384487713,0.316226,1.65308638294583,ntg
yes,445953,xy,fpj,wr,kc,2.83,0,ndk,e2,urz,1.8,xp,4.4934548,1.42836409371681,0.599994,2.03905225503999,bhe
yes,303724,dt,fpj,ld,kc,3.32,0,ndk,e2,urz,0,xp,5.0839247,1.3560839113856,0.424271,2.09791482570704,akk
no,294471,dt,fpj,sv,kc,3.32,1,ndk,e2,zgp,0.4,rw,4.3711844,1.38483881264338,0.400004,1.83148640393789,bhe
no,60986,rh,fpj,wh,je,3.16,0,ndk,e2,ghz,0.2,xp,9.1997928,1.36153384487713,0.316226,1.66357052204428,bhe
yes,275467,xy,rmv,zl,kc,3.61,0,ndk,e2,zgp,0.3,xp,6.9224841,1.32877644280939,0.400004,1.92715820752834,bhe
no,54377,eb,afs,fv,kc,2.83,0,ndk,e2,urz,0.3,rw,5.2320757,1.36877637165667,0.316226,1.59682201735743,akk
no,483355,cu,fpj,wh,kc,3.32,0,ndk,e2,urz,0.5,xp,7.5800646,1.38495818581746,0.374171,1.78069032157285,bhe
no,251465,dt,fpj,zl,kc,3.16,0,ndk,e2,pxe,0.2,xp,3.0463367,1.32481276264143,0.316226,1.71128473471238,akk
yes,185327,be,fpj,zl,kc,3.61,1,ptn,e2,urz,1.6,ii,3.8032066,1.42167012084437,0.447206,2.80837317151155,akk
